"Churn","Xeducation","Xgender","Xsatisfaction","Xsatisfaction2","Xservice.calls","Xtenure2","Xpurch.last.month","Xmonthly.charges","time"
0,"Bachelor's Degree","M",4,2,0,7,1,-22.9692671251682,7
0,"Bachelor's Degree","M",2,5,0,7,1,42.2317835557971,7
1,"Bachelor's Degree","M",4,NA,4,2,1,257.489099657639,2
1,"Bachelor's Degree","M",3,3,0,7,1,158.417045375782,7
1,"Bachelor's Degree","M",2,6,4,3,1,267.476672257942,3
0,"Bachelor's Degree","M",5,3,0,10,1,72.1592697934981,10
1,"Master's Degree","F",2,5,0,11,1,296.299266769716,11
1,"Bachelor's Degree","M",2,2,0,5,1,200.78529062725,5
1,"Bachelor's Degree","M",5,2,0,12,1,295.941014641027,12
1,"Bachelor's Degree","M",4,2,1,8,1,277.390800122331,8
0,"Bachelor's Degree","M",2,1,0,12,3,24.1808160262948,12
0,"Bachelor's Degree","F",5,5,0,8,1,99.1463745085087,8
1,"Bachelor's Degree","M",1,3,0,11,1,106.550433295029,11
1,"Bachelor's Degree","M",1,2,0,4,1,231.075961646402,4
1,"Bachelor's Degree","M",2,6,0,8,1,321.750167481022,8
1,"Doctorate Degree","M",4,6,3,11,10,227.716438775417,11
1,"Bachelor's Degree","M",1,4,0,12,3,164.843821062511,12
1,"Bachelor's Degree","F",3,6,0,9,1,215.769267850234,9
1,"Doctorate Degree","F",3,2,4,2,1,83.4112797139102,2
0,"Bachelor's Degree","M",1,2,1,6,1,144.28507997159,6
0,"Bachelor's Degree","M",5,3,0,11,0,105.74799055981,11
0,"Bachelor's Degree","M",5,4,0,10,3,208.292281374279,10
0,"Bachelor's Degree","M",5,4,2,12,1,103.332376537274,12
1,"Bachelor's Degree","M",4,2,0,10,1,190.955926816108,10
0,"Doctorate Degree","M",4,5,0,9,1,63.4623714659625,9
1,"Bachelor's Degree","M",1,5,1,8,1,112.253979149536,8
1,"Doctorate Degree","M",2,2,0,11,1,108.160164943821,11
1,"Bachelor's Degree","F",2,2,1,10,1,231.181795529667,10
1,"Bachelor's Degree","M",4,5,0,12,1,313.936893956763,12
1,"Bachelor's Degree","M",4,3,4,10,1,302.562469568998,10
0,"Bachelor's Degree","M",2,5,0,8,1,51.7729316892756,8
0,"Bachelor's Degree","M",5,2,0,10,1,87.7060342501586,10
1,"Bachelor's Degree","M",2,6,0,3,1,181.696133135214,3
1,"Bachelor's Degree","M",3,5,0,12,1,137.63522962957,12
1,"Master's Degree","M",1,3,0,7,1,228.993950557399,7
0,"Bachelor's Degree","M",2,3,0,3,1,44.735938794618,3
1,"Bachelor's Degree","F",4,5,0,7,1,195.691316298277,7
0,"Bachelor's Degree","M",4,5,0,12,0,144.138201418733,12
0,"Bachelor's Degree","M",4,5,0,10,3,51.8334797156369,10
1,"Bachelor's Degree","M",2,4,1,2,1,14.3590474406331,2
0,"Bachelor's Degree","M",1,5,1,9,1,24.2652622154366,9
0,"Bachelor's Degree","F",5,5,0,9,1,72.1592697934981,9
0,"Bachelor's Degree","M",5,2,0,12,1,107.390618603116,12
0,"Bachelor's Degree","F",2,2,4,11,1,116.318621452705,11
1,"Bachelor's Degree","M",1,3,4,7,1,177.854537841702,7
1,"Bachelor's Degree","M",2,3,0,4,1,161.839988348117,4
1,"Master's Degree","M",2,2,3,7,1,268.451013544184,7
0,"Bachelor's Degree","F",4,5,1,11,3,145.970583493197,11
0,"Bachelor's Degree","M",4,5,0,10,1,110.842038272227,10
1,"Bachelor's Degree","M",5,4,0,2,1,319.913124582932,2
1,"Bachelor's Degree","F",2,6,0,2,10,318.343810532112,2
0,"Bachelor's Degree","F",4,3,2,1,1,62.7488523892884,1
1,"Bachelor's Degree","M",2,2,0,12,1,250.668461688766,12
1,"Bachelor's Degree","M",2,4,0,8,10,96.4085640399111,8
0,"Bachelor's Degree","M",1,4,0,10,3,192.0030468939,10
1,"Master's Degree","M",3,6,0,3,10,253.023384686706,3
0,"Master's Degree","F",2,2,0,11,1,138.02556983299,11
1,"Master's Degree","M",1,2,0,11,1,167.412994745963,11
1,"Bachelor's Degree","M",1,5,0,6,1,88.2137576508625,6
1,"Bachelor's Degree","F",2,2,0,2,1,262.570689487333,2
1,"Doctorate Degree","M",1,4,1,9,1,232.551115102903,9
0,"Bachelor's Degree","F",1,1,0,7,1,69.6039515352247,7
0,"Bachelor's Degree","M",3,4,0,8,0,31.9441604497312,8
1,"Doctorate Degree","M",2,5,1,11,1,169.191143104627,11
1,"Bachelor's Degree","M",2,6,1,11,1,342.524249284423,11
0,"Bachelor's Degree","F",1,4,0,8,0,10.5403151573479,8
0,"Bachelor's Degree","F",1,4,0,12,1,4.51867720289162,12
1,"Bachelor's Degree","M",3,2,0,6,1,153.697525195416,6
0,"Master's Degree","M",5,1,0,9,3,-23.5802123276552,9
1,"Doctorate Degree","M",2,4,2,10,1,200.78529062725,10
1,"Bachelor's Degree","M",1,4,0,2,1,128.640436964228,2
1,"Bachelor's Degree","F",1,6,2,12,1,309.6163850726,12
1,"Bachelor's Degree","M",1,4,0,1,1,142.558106021006,1
0,"Bachelor's Degree","M",1,3,0,8,1,14.9396941854194,8
0,"Doctorate Degree","F",2,2,0,9,0,68.7514206508799,9
0,"Bachelor's Degree","M",5,5,0,9,3,92.447636357629,9
1,"Bachelor's Degree","F",1,3,4,7,1,192.975636813752,7
0,"Bachelor's Degree","M",5,4,0,9,3,71.5612269832502,9
0,"Bachelor's Degree","M",3,4,0,1,3,45.093033751783,1
1,"Master's Degree","M",1,6,1,10,1,306.154894422962,10
0,"Bachelor's Degree","F",1,1,0,10,0,157.349865222127,10
0,"Bachelor's Degree","M",5,1,0,11,3,98.576829895484,11
0,"Bachelor's Degree","M",3,3,2,11,3,85.9321536131619,11
1,"Bachelor's Degree","M",3,3,0,1,1,218.078167646182,1
0,"Bachelor's Degree","M",4,4,0,11,1,4.86108949394847,11
1,"Bachelor's Degree","M",1,4,0,12,1,197.920902419222,12
1,"Bachelor's Degree","M",3,6,3,9,1,275.190313819323,9
0,"Bachelor's Degree","M",5,2,0,9,3,175.182311431158,9
1,"Bachelor's Degree","F",4,6,4,6,1,223.056785021782,6
0,"Bachelor's Degree","M",4,4,0,12,3,43.2901214275312,12
1,"Bachelor's Degree","M",1,2,1,10,1,146.41973518661,10
0,"Bachelor's Degree","M",5,5,1,11,1,79.6692631290496,11
0,"Bachelor's Degree","M",3,5,3,12,3,68.8043276170867,12
1,"Doctorate Degree","F",1,6,0,12,1,297.137717926601,12
0,"Bachelor's Degree","M",2,4,0,12,0,157.349865222127,12
1,"Doctorate Degree","M",1,2,0,6,1,89.0506778085641,6
0,"Bachelor's Degree","F",2,2,0,7,1,88.9560648834799,7
0,"Bachelor's Degree","F",5,5,4,8,0,44.6180382997806,8
1,"Bachelor's Degree","M",2,6,3,4,3,243.541705918631,4
0,"Doctorate Degree","M",5,5,1,9,1,61.645030940207,9
0,"Bachelor's Degree","M",4,3,0,12,1,28.0998706515251,12
0,"Bachelor's Degree","M",3,5,3,9,0,97.5821676918576,9
0,"Master's Degree","F",1,5,0,7,1,70.1334789435676,7
0,"Bachelor's Degree","M",5,4,0,8,1,67.8003250798231,8
0,"Bachelor's Degree","F",5,5,0,10,1,67.096771329937,10
0,"Bachelor's Degree","M",5,2,1,11,1,66.8258209078795,11
1,"Bachelor's Degree","M",4,2,0,6,1,298.661588313269,6
0,"Master's Degree","M",4,2,0,6,0,54.0766941873457,6
1,"Bachelor's Degree","F",4,3,0,9,1,177.854537841702,9
1,"Bachelor's Degree","M",2,2,0,3,1,294.053467809328,3
0,"Bachelor's Degree","M",4,5,0,1,1,98.236758501343,1
0,"Bachelor's Degree","M",5,1,0,8,1,-32.6772534649163,8
0,"Bachelor's Degree","F",1,1,0,12,1,54.2124959331568,12
0,"Bachelor's Degree","M",5,5,0,11,1,70.4499218017264,11
0,"Bachelor's Degree","M",5,3,0,10,1,-54.3810146847756,10
0,"Bachelor's Degree","M",3,2,0,11,1,57.6370881154631,11
1,"Bachelor's Degree","M",1,5,1,7,1,121.220443690012,7
0,"Bachelor's Degree","F",4,4,0,10,0,4.72138676372339,10
1,"Bachelor's Degree","M",3,6,3,4,1,256.02613675692,4
1,"Bachelor's Degree","M",4,3,0,10,1,219.786111241859,10
1,"Master's Degree","M",1,6,4,9,1,127.485403750172,9
0,"Master's Degree","M",5,4,0,7,1,71.2278758910288,7
0,"Master's Degree","M",5,4,0,7,1,7.43784485735662,7
1,"Bachelor's Degree","M",4,2,1,4,1,291.764638012669,4
0,"Bachelor's Degree","F",1,5,0,8,1,120.539268433928,8
1,"Bachelor's Degree","M",2,2,0,9,1,89.1052025539194,9
1,"Bachelor's Degree","M",4,2,4,7,1,189.893135085772,7
1,"Bachelor's Degree","M",2,5,0,9,1,213.606895323178,9
1,"Bachelor's Degree","M",1,6,1,2,1,180.426598617097,2
0,"Bachelor's Degree","M",2,2,0,8,3,33.2304220802096,8
1,"Bachelor's Degree","M",4,3,1,2,1,205.57351336616,2
0,"Bachelor's Degree","F",4,4,2,11,1,0.169708454767033,11
1,"Bachelor's Degree","M",2,6,0,5,1,315.162006444759,5
0,"Bachelor's Degree","M",NA,1,0,12,1,-1.32251471224649,12
1,"Bachelor's Degree","M",5,3,0,8,1,197.780547884534,8
0,"Bachelor's Degree","M",3,4,1,7,1,96.6823187391845,7
1,"Bachelor's Degree","M",2,5,0,3,1,194.200610522182,3
1,"Bachelor's Degree","M",2,5,0,7,10,260.725942274842,7
0,"Bachelor's Degree","M",5,5,0,5,1,-9.14255958961095,5
1,"Bachelor's Degree","M",1,2,1,12,1,262.070153117471,12
0,"Bachelor's Degree","M",5,4,0,9,1,-37.4092472160324,9
0,"Bachelor's Degree","M",3,5,1,12,3,37.5702455577885,12
0,"Bachelor's Degree","F",5,5,0,9,1,103.160678647664,9
1,"Bachelor's Degree","F",4,5,1,9,1,94.3032453490834,9
0,"Master's Degree","F",1,2,0,12,3,-5.7062396275507,12
0,"Master's Degree","M",4,4,0,12,0,117.08350069841,12
0,"Bachelor's Degree","M",5,4,0,8,3,80.9818521437923,8
0,"Master's Degree","M",1,3,1,10,3,15.8007795156037,10
1,"Bachelor's Degree","M",3,6,0,7,1,362.368717978889,7
1,"Bachelor's Degree","M",2,3,1,8,1,293.040894115817,8
0,"Bachelor's Degree","M",3,5,1,2,1,74.6383762687723,2
1,"Bachelor's Degree","M",2,2,1,10,1,184.394216794691,10
0,"Bachelor's Degree","M",5,1,0,3,1,-19.9093415246801,3
1,"Bachelor's Degree","M",5,6,1,10,1,134.611809265234,10
1,"Bachelor's Degree","M",3,4,0,10,1,223.224820379331,10
0,"Doctorate Degree","M",1,2,0,11,3,136.143883611102,11
1,"Bachelor's Degree","M",1,6,1,11,1,192.975636813752,11
1,"Bachelor's Degree","M",3,2,1,2,1,175.794258738915,2
1,"Doctorate Degree","M",5,3,1,2,1,245.931023620886,2
1,"Bachelor's Degree","F",3,5,0,11,1,249.896368980948,11
1,"Bachelor's Degree","M",3,3,4,10,1,180.968968070921,10
1,"Bachelor's Degree","M",1,2,0,9,1,170.400955699656,9
1,"Bachelor's Degree","M",4,2,0,9,1,212.523801889972,9
0,"Bachelor's Degree","M",3,3,0,6,1,82.531123834805,6
0,"Master's Degree","M",4,4,0,10,1,19.8152402371258,10
1,"Master's Degree","M",2,5,0,2,1,334.243549744091,2
1,"Bachelor's Degree","M",2,3,1,8,1,178.85448849084,8
1,"Bachelor's Degree","M",2,2,0,9,1,312.488113447991,9
1,"Bachelor's Degree","M",5,3,0,6,1,105.842952221151,6
1,"Bachelor's Degree","M",2,5,0,12,3,228.686769543202,12
0,"Bachelor's Degree","M",3,5,0,12,1,40.3644645853105,12
0,"Bachelor's Degree","M",3,5,0,7,1,126.710347508582,7
0,"Bachelor's Degree","M",2,2,0,12,1,104.715949791566,12
0,"Doctorate Degree","F",2,3,0,10,0,158.777696165222,10
0,"Doctorate Degree","M",3,5,0,12,1,129.734962480252,12
0,"Bachelor's Degree","M",2,2,0,12,1,115.526760168466,12
1,"Bachelor's Degree","M",4,3,0,4,1,96.4085640399111,4
1,"Bachelor's Degree","M",1,3,0,11,1,238.60281760662,11
1,"Master's Degree","M",1,4,0,8,1,255.682296035762,8
1,"Bachelor's Degree","M",2,2,0,6,1,98.0853805775902,6
1,"Master's Degree","F",3,4,0,10,1,197.226237304555,10
1,"Master's Degree","M",3,5,0,12,1,187.423510191605,12
0,"Bachelor's Degree","M",1,4,0,9,1,22.4056409180119,9
0,"Bachelor's Degree","F",4,3,1,7,3,76.5217167958784,7
1,"Doctorate Degree","M",1,4,0,12,1,152.998778227636,12
1,"Master's Degree","M",4,4,0,11,1,206.517395661835,11
0,"Bachelor's Degree","M",1,4,0,9,0,-26.5017254088088,9
1,"Bachelor's Degree","M",3,6,0,10,1,156.238416495814,10
1,"Master's Degree","M",2,3,0,11,1,234.149507355964,11
1,"Bachelor's Degree","M",2,4,0,3,1,267.259017868245,3
1,"Bachelor's Degree","M",3,3,0,12,1,161.330531378207,12
0,"Master's Degree","M",1,4,0,8,0,117.749335295953,8
1,"Bachelor's Degree","M",3,4,0,8,1,84.3958892854045,8
1,"Master's Degree","M",5,2,4,10,1,95.8787947241753,10
1,"Bachelor's Degree","M",3,2,1,12,1,366.554087982226,12
0,"Bachelor's Degree","M",1,1,0,11,1,74.6952141559715,11
0,"Bachelor's Degree","M",1,5,0,11,1,143.426557100803,11
0,"Bachelor's Degree","M",4,3,0,10,1,127.827418301514,10
0,"Bachelor's Degree","F",4,3,1,11,3,71.5612269832502,11
1,"Bachelor's Degree","F",5,5,0,2,3,188.566037177525,2
0,"Bachelor's Degree","F",5,2,0,11,1,89.525861807156,11
0,"Bachelor's Degree","F",5,4,0,7,3,-8.45567487940725,7
1,"Bachelor's Degree","M",2,2,0,10,1,211.082740976276,10
0,"Bachelor's Degree","F",3,5,0,12,3,91.5127356720558,12
0,"Bachelor's Degree","M",5,2,0,9,1,68.7514206508799,9
1,"Doctorate Degree","M",2,3,1,8,1,209.348135394178,8
0,"Doctorate Degree","M",3,1,0,1,1,73.9323394921803,1
1,"Bachelor's Degree","M",2,3,4,5,1,131.358387356257,5
1,"Bachelor's Degree","M",2,2,0,8,1,192.730260005894,8
1,"Master's Degree","M",2,2,0,10,1,155.116764021424,10
1,"Bachelor's Degree","M",3,6,0,12,1,279.557256213925,12
1,"Bachelor's Degree","M",1,2,0,3,1,163.104026714843,3
1,"Bachelor's Degree","M",2,2,0,11,1,228.83338774524,11
0,"Bachelor's Degree","F",5,3,0,10,3,151.465504725012,10
0,"Bachelor's Degree","F",2,3,0,11,0,139.569623151573,11
0,"Bachelor's Degree","F",1,1,0,8,3,96.6823187391845,8
0,"Bachelor's Degree","M",2,3,1,12,3,74.240632291408,12
1,"Master's Degree","M",4,3,0,2,1,267.424493709876,2
0,"Bachelor's Degree","M",1,3,0,9,3,38.8911882181231,9
0,"Bachelor's Degree","M",5,1,0,10,0,47.5129070480722,10
0,"Bachelor's Degree","F",4,5,1,11,1,79.7711103611424,11
1,"Master's Degree","F",1,3,2,9,1,298.815124097236,9
0,"Bachelor's Degree","M",1,2,1,12,1,85.5272531545119,12
0,"Bachelor's Degree","M",5,4,0,12,1,147.440013851883,12
0,"Master's Degree","M",5,4,0,11,1,24.1420798959559,11
1,"Bachelor's Degree","M",3,3,1,9,1,213.52423765221,9
0,"Bachelor's Degree","F",1,5,0,8,1,-21.7604849872413,8
1,"Bachelor's Degree","F",2,6,1,4,1,290.50680567581,4
1,"Bachelor's Degree","M",2,4,0,11,1,248.737933597542,11
0,"Doctorate Degree","M",4,3,0,11,0,177.791003034912,11
0,"Doctorate Degree","M",4,5,0,7,1,106.511060347367,7
1,"Bachelor's Degree","M",2,2,0,9,1,327.901388476943,9
0,"Bachelor's Degree","M",5,4,0,8,1,67.2029844829146,8
1,"Bachelor's Degree","M",3,4,1,12,1,165.041878762988,12
0,"Bachelor's Degree","F",5,4,0,11,1,88.18517003709,11
0,"Bachelor's Degree","F",4,1,0,5,0,160.829702217951,5
0,"Bachelor's Degree","M",5,2,0,7,1,96.0381289064069,7
1,"Bachelor's Degree","M",1,2,0,11,1,259.421518668421,11
0,"Bachelor's Degree","M",4,3,0,5,1,145.202737052289,5
1,"Doctorate Degree","M",4,6,1,3,1,200.411039269757,3
0,"Bachelor's Degree","M",5,5,0,12,3,66.8258209078795,12
1,"Bachelor's Degree","F",2,3,0,12,1,237.48935134242,12
1,"Bachelor's Degree","F",5,4,2,12,1,136.3897014873,12
0,"Bachelor's Degree","F",4,3,0,6,3,15.8251766064946,6
1,"Bachelor's Degree","M",1,3,0,10,10,262.492884142959,10
0,"Bachelor's Degree","M",4,4,0,8,1,89.3291089518481,8
1,"Bachelor's Degree","F",3,2,0,2,1,268.941067292709,2
0,"Bachelor's Degree","M",1,4,0,6,1,11.3368921474456,6
0,"Bachelor's Degree","M",4,1,1,12,0,79.5292128405143,12
1,"Bachelor's Degree","M",2,2,2,3,1,124.561607512462,3
1,"Bachelor's Degree","F",4,5,0,10,1,122.203900485245,10
1,"Bachelor's Degree","M",2,4,0,6,1,295.351268188496,6
1,"Master's Degree","M",1,6,0,9,3,245.931023620886,9
0,"Bachelor's Degree","M",4,3,0,9,0,48.3592792104192,9
1,"Master's Degree","M",3,4,1,7,1,222.220659253485,7
1,"Bachelor's Degree","M",5,6,1,10,10,252.88818832417,10
1,"Bachelor's Degree","M",3,3,1,9,10,188.334329950904,9
1,"Bachelor's Degree","F",1,2,3,10,1,139.311642659907,10
1,"Master's Degree","M",1,2,0,8,1,276.592213018193,8
0,"Bachelor's Degree","M",1,2,0,8,0,62.1026002584886,8
1,"Bachelor's Degree","M",1,6,2,8,1,112.253979149536,8
1,"Bachelor's Degree","M",4,3,0,2,1,161.341004759623,2
0,"Doctorate Degree","M",1,2,0,10,1,55.8173917964963,10
1,"Bachelor's Degree","M",3,3,2,2,1,161.341004759623,2
1,"Bachelor's Degree","M",1,4,0,2,1,208.526990521937,2
0,"Master's Degree","M",2,4,0,9,1,-15.5265187838127,9
1,"Bachelor's Degree","F",5,2,1,10,1,180.426598617097,10
0,"Bachelor's Degree","F",4,5,3,9,3,55.8957457098565,9
0,"Doctorate Degree","M",1,4,0,10,1,63.8868940167828,10
0,"Master's Degree","M",2,4,0,12,1,65.98142053422,12
1,"Bachelor's Degree","F",5,5,0,11,1,245.962185059583,11
1,"Bachelor's Degree","M",1,2,0,8,1,270.445380742334,8
0,"Bachelor's Degree","M",3,4,3,5,0,101.901130055109,5
1,"Bachelor's Degree","M",3,3,0,8,1,229.199487008241,8
0,"Bachelor's Degree","F",2,4,0,11,1,101.545987715972,11
0,"Bachelor's Degree","M",4,4,0,12,1,-2.01780615144568,12
0,"Bachelor's Degree","F",1,1,3,11,1,76.5217167958784,11
0,"Bachelor's Degree","F",1,3,0,9,3,99.6945688488397,9
1,"Bachelor's Degree","F",4,6,0,2,1,146.92494628598,2
1,"Bachelor's Degree","M",4,3,0,8,1,258.641575217761,8
1,"Bachelor's Degree","F",2,3,0,2,1,280.343443412355,2
1,"Bachelor's Degree","M",1,3,0,12,1,252.88818832417,12
1,"Bachelor's Degree","M",2,5,4,4,1,268.897404270298,4
0,"Bachelor's Degree","M",3,5,0,12,3,201.708411834171,12
0,"Bachelor's Degree","M",4,4,0,12,3,109.615237469084,12
1,"Bachelor's Degree","F",4,6,1,10,1,65.8186070940387,10
0,"Bachelor's Degree","M",5,1,0,12,0,3.44440043674375,12
0,"Master's Degree","F",3,2,3,7,1,51.5861133162694,7
1,"Doctorate Degree","M",2,3,0,9,1,301.974570802482,9
0,"Bachelor's Degree","M",3,4,0,10,3,17.7164880248039,10
0,"Master's Degree","M",5,1,0,12,1,138.334739134006,12
0,"Bachelor's Degree","F",4,3,0,12,1,73.2738542925381,12
1,"Bachelor's Degree","M",3,3,0,2,1,238.574097984404,2
1,"Bachelor's Degree","M",3,2,1,10,1,190.373778124735,10
0,"Doctorate Degree","F",2,2,0,10,0,-75.2014800883217,10
1,"Doctorate Degree","M",2,3,0,10,1,316.223689704392,10
0,"Bachelor's Degree","M",4,3,0,6,0,57.3947967807579,6
1,"Bachelor's Degree","M",2,5,3,11,1,220.242858384902,11
0,"Bachelor's Degree","F",4,1,0,3,1,-8.45567487940725,3
1,"Bachelor's Degree","M",3,4,2,11,1,237.48935134242,11
1,"Bachelor's Degree","M",4,3,0,9,1,150.349937286443,9
0,"Bachelor's Degree","M",1,4,0,6,3,76.1280743901218,6
0,"Bachelor's Degree","M",5,4,1,11,0,-32.9104944426193,11
1,"Bachelor's Degree","M",5,3,0,11,1,226.349282789139,11
0,"Bachelor's Degree","M",3,2,4,11,1,84.7751601011173,11
0,"Bachelor's Degree","M",1,1,0,8,1,113.702386070953,8
0,"Bachelor's Degree","F",2,1,0,9,1,110.200170385583,9
0,"Bachelor's Degree","M",3,4,1,12,1,157.349865222127,12
1,"Bachelor's Degree","M",1,5,0,8,1,288.774077631061,8
1,"Bachelor's Degree","M",4,4,0,7,1,242.694227409807,7
1,"Bachelor's Degree","M",2,2,1,7,1,171.804398713033,7
1,"Bachelor's Degree","F",4,5,2,12,1,313.46933714531,12
1,"Master's Degree","M",3,2,0,12,3,201.588211303303,12
1,"Master's Degree","F",2,3,0,8,1,149.432531741524,8
0,"Master's Degree","F",3,1,2,9,3,54.0766941873457,9
0,"Bachelor's Degree","M",4,5,0,11,3,118.696187000644,11
0,"Bachelor's Degree","M",4,5,0,10,1,79.7711103611424,10
0,"Bachelor's Degree","M",4,5,0,12,3,38.8096192470066,12
0,"Bachelor's Degree","M",4,1,0,10,1,138.213826596557,10
0,"Bachelor's Degree","F",2,1,0,5,0,38.8096192470066,5
1,"Bachelor's Degree","M",2,3,0,6,1,224.086058570726,6
1,"Bachelor's Degree","M",5,2,0,11,1,255.965561284109,11
0,"Bachelor's Degree","F",5,4,0,10,0,88.4898899732309,10
1,"Bachelor's Degree","F",3,5,0,9,1,76.6648272647666,9
1,"Bachelor's Degree","M",1,2,2,4,1,247.93210873844,4
1,"Doctorate Degree","M",3,3,0,7,1,245.991681285107,7
0,"Bachelor's Degree","M",5,5,0,12,1,84.7751601011173,12
0,"Bachelor's Degree","F",4,5,0,8,1,113.210580972912,8
1,"Bachelor's Degree","F",4,3,1,12,1,118.499144663588,12
0,"Bachelor's Degree","M",2,1,0,6,1,115.032262475151,6
1,"Bachelor's Degree","M",2,2,0,10,1,106.550433295029,10
0,"Bachelor's Degree","M",3,4,4,11,1,60.3291498040806,11
0,"Master's Degree","M",1,4,0,11,1,159.929202271923,11
1,"Bachelor's Degree","M",4,6,0,9,1,152.055474591053,9
1,"Bachelor's Degree","F",1,4,0,12,1,207.336319295645,12
1,"Bachelor's Degree","M",1,5,0,6,1,73.9135529104955,6
1,"Bachelor's Degree","M",1,4,0,9,10,207.382361380883,9
1,"Doctorate Degree","F",1,3,0,10,3,189.893135085772,10
1,"Bachelor's Degree","M",2,6,0,11,1,170.438792552191,11
1,"Bachelor's Degree","M",3,2,0,8,1,259.688192500067,8
1,"Master's Degree","M",2,5,0,7,1,243.553582523336,7
1,"Bachelor's Degree","M",2,2,0,2,1,272.19802366792,2
0,"Bachelor's Degree","M",4,5,0,11,1,145.970583493197,11
1,"Doctorate Degree","M",4,5,2,11,1,225.744670688844,11
0,"Master's Degree","F",2,4,2,6,1,76.9636408337152,6
0,"Master's Degree","M",4,3,0,10,3,104.396454061756,10
0,"Bachelor's Degree","M",4,2,0,8,1,-4.56682647362923,8
1,"Bachelor's Degree","F",2,3,0,9,1,103.955113215113,9
0,"Bachelor's Degree","M",4,1,0,7,0,22.4056409180119,7
1,"Bachelor's Degree","M",2,3,0,3,1,259.421518668421,3
1,"Bachelor's Degree","F",3,5,1,11,1,373.475872790728,11
0,"Bachelor's Degree","F",5,4,2,12,1,154.141182560113,12
1,"Bachelor's Degree","M",1,3,0,12,1,232.517762884395,12
1,"Bachelor's Degree","M",4,2,0,11,1,217.231061193958,11
0,"Bachelor's Degree","F",5,1,0,7,3,40.3644645853105,7
0,"Bachelor's Degree","M",5,2,4,9,1,4.72138676372339,9
0,"Bachelor's Degree","F",2,3,0,11,0,89.7322297279464,11
0,"Bachelor's Degree","M",1,4,1,10,0,34.7123247522621,10
0,"Bachelor's Degree","M",2,3,0,3,1,46.2939107509727,3
0,"Bachelor's Degree","F",5,2,0,12,0,45.2570386504096,12
0,"Bachelor's Degree","M",4,4,0,9,1,99.015273145496,9
0,"Bachelor's Degree","M",5,1,0,7,3,-36.2552508569969,7
1,"Master's Degree","F",5,3,0,5,1,256.424590492389,5
1,"Bachelor's Degree","M",2,2,1,1,1,152.055474591053,1
1,"Bachelor's Degree","M",4,2,0,5,3,251.756933466268,5
1,"Bachelor's Degree","M",3,5,0,11,1,136.216223269685,11
1,"Bachelor's Degree","M",2,6,0,9,3,268.897404270298,9
0,"Bachelor's Degree","F",1,3,0,6,1,88.18517003709,6
1,"Bachelor's Degree","M",5,5,0,10,1,209.443782025879,10
1,"Bachelor's Degree","M",1,3,0,9,1,231.005543803397,9
0,"Bachelor's Degree","M",1,2,0,7,1,86.3185464016818,7
1,"Bachelor's Degree","M",3,4,1,11,1,108.160164943821,11
0,"Master's Degree","M",5,5,0,7,3,41.2287130722593,7
0,"Bachelor's Degree","F",4,1,0,9,3,98.9682504194184,9
1,"Doctorate Degree","F",5,3,0,7,1,172.025032181632,7
0,"Bachelor's Degree","M",5,2,0,7,3,64.6277748083381,7
1,"Doctorate Degree","M",2,6,0,10,1,287.115971265141,10
0,"Bachelor's Degree","F",3,4,0,9,0,94.6115025820624,9
0,"Master's Degree","F",5,3,0,10,1,45.694039956993,10
1,"Bachelor's Degree","M",1,5,0,11,1,142.889888729133,11
0,"Doctorate Degree","M",1,5,0,12,1,132.013352391929,12
1,"Bachelor's Degree","M",1,4,2,8,1,60.2267442005652,8
1,"Bachelor's Degree","M",2,6,0,10,1,151.952633624483,10
1,"Doctorate Degree","F",2,3,0,6,1,200.78529062725,6
1,"Bachelor's Degree","F",1,4,2,12,1,177.110211620175,12
0,"Bachelor's Degree","M",3,5,0,8,3,112.278461091221,8
1,"Bachelor's Degree","M",3,2,0,9,1,138.246808244552,9
1,"Master's Degree","M",2,3,1,8,1,283.419474753149,8
0,"Bachelor's Degree","M",5,4,0,11,1,56.3182423586057,11
0,"Bachelor's Degree","M",5,3,0,7,1,157.349865222127,7
0,"Bachelor's Degree","M",1,4,0,9,3,113.210580972912,9
1,"Bachelor's Degree","M",4,4,1,12,10,135.14173642164,12
1,"Master's Degree","M",5,2,3,11,1,209.443782025879,11
0,"Bachelor's Degree","M",3,4,0,12,3,-5.7062396275507,12
0,"Bachelor's Degree","M",4,3,0,9,3,49.5985731643904,9
1,"Bachelor's Degree","M",3,6,1,10,1,250.618318294083,10
0,"Bachelor's Degree","M",5,1,0,6,1,-2.15893929378828,6
0,"Bachelor's Degree","M",2,2,2,10,1,17.4365560109461,10
0,"Bachelor's Degree","F",4,5,2,7,0,143.246272528751,7
1,"Master's Degree","M",5,6,1,9,1,290.040130428001,9
0,"Bachelor's Degree","F",2,4,0,6,0,49.077201433979,6
0,"Bachelor's Degree","M",5,3,3,7,1,67.4556012748129,7
1,"Bachelor's Degree","M",2,6,0,10,1,192.730260005894,10
0,"Bachelor's Degree","F",4,5,0,12,3,171.033333761469,12
0,"Bachelor's Degree","M",2,5,1,7,1,-7.93959884118776,7
1,"Master's Degree","M",2,3,0,10,1,209.443782025879,10
0,"Bachelor's Degree","M",1,3,0,9,1,72.1110135948457,9
1,"Bachelor's Degree","F",3,5,0,10,3,274.123139135782,10
1,"Bachelor's Degree","F",2,3,1,12,3,183.441853451632,12
1,"Bachelor's Degree","M",4,3,1,10,1,240.944708297308,10
